-1.0	30
-0.99	12
-0.98	9
-0.97	8
-0.96	11
-0.95	4
-0.94	8
-0.93	4
-0.92	5
-0.91	9
-0.9	7
-0.89	2
-0.88	6
-0.87	5
-0.86	2
-0.85	4
-0.84	5
-0.83	7
-0.82	4
-0.81	3
-0.8	6
-0.79	7
-0.78	5
-0.77	4
-0.76	10
-0.75	10
-0.74	8
-0.73	6
-0.72	10
-0.71	7
-0.7	12
-0.69	9
-0.68	13
-0.67	12
-0.66	18
-0.65	12
-0.64	18
-0.63	22
-0.62	14
-0.61	18
-0.6	17
-0.59	16
-0.58	17
-0.57	27
-0.56	39
-0.55	52
-0.54	63
-0.53	82
-0.52	156
-0.51	252
-0.5	415
-0.49	717
-0.48	1056
-0.47	1579
-0.46	2325
-0.45	3295
-0.44	4196
-0.43	5189
-0.42	6356
-0.41	7031
-0.4	7508
-0.39	7681
-0.38	7619
-0.37	7485
-0.36	6791
-0.35	6045
-0.34	5206
-0.33	4488
-0.32	3848
-0.31	3203
-0.3	2573
-0.29	2219
-0.28	1950
-0.27	1530
-0.26	1246
-0.25	1019
-0.24	939
-0.23	721
-0.22	618
-0.21	540
-0.2	456
-0.19	369
-0.18	374
-0.17	286
-0.16	231
-0.15	186
-0.14	185
-0.13	151
-0.12	177
-0.11	113
-0.1	96
-0.09	88
-0.08	95
-0.07	87
-0.06	101
-0.05	89
-0.04	74
-0.03	67
-0.02	64
-0.01	58
-0.0	61
0.01	69
0.02	69
0.03	72
0.04	47
0.05	51
0.06	46
0.07	55
0.08	38
0.09	35
0.1	39
0.11	45
0.12	36
0.13	28
0.14	32
0.15	44
0.16	37
0.17	35
0.18	38
0.19	35
0.2	46
0.21	33
0.22	38
0.23	32
0.24	28
0.25	15
0.26	30
0.27	29
0.28	28
0.29	31
0.3	29
0.31	25
0.32	23
0.33	29
0.34	31
0.35	32
0.36	27
0.37	36
0.38	28
0.39	23
0.4	25
0.41	30
0.42	23
0.43	17
0.44	23
0.45	25
0.46	16
0.47	23
0.48	16
0.49	13
0.5	19
0.51	21
0.52	14
0.53	16
0.54	21
0.55	24
0.56	14
0.57	13
0.58	22
0.59	15
0.6	18
0.61	15
0.62	24
0.63	21
0.64	15
0.65	16
0.66	18
0.67	23
0.68	22
0.69	10
0.7	17
0.71	35
0.72	10
0.73	17
0.74	12
0.75	17
0.76	12
0.77	13
0.78	15
0.79	10
0.8	11
0.81	12
0.82	6
0.83	12
0.84	13
0.85	8
0.86	10
0.87	19
0.88	16
0.89	15
0.9	16
0.91	14
0.92	14
0.93	8
0.94	15
0.95	14
0.96	16
0.97	20
0.98	20
0.99	17
1.0	5116
