-1.0	18
-0.99	9
-0.98	8
-0.97	14
-0.96	3
-0.95	7
-0.94	2
-0.93	5
-0.92	1
-0.91	5
-0.9	5
-0.89	4
-0.88	4
-0.87	2
-0.86	6
-0.85	3
-0.84	1
-0.83	3
-0.82	2
-0.81	2
-0.8	8
-0.79	3
-0.78	4
-0.77	5
-0.76	3
-0.75	3
-0.74	4
-0.73	6
-0.72	3
-0.71	10
-0.7	6
-0.69	5
-0.68	8
-0.67	8
-0.66	10
-0.65	7
-0.64	14
-0.63	14
-0.62	9
-0.61	14
-0.6	14
-0.59	11
-0.58	19
-0.57	23
-0.56	23
-0.55	30
-0.54	24
-0.53	78
-0.52	92
-0.51	173
-0.5	252
-0.49	424
-0.48	700
-0.47	1067
-0.46	1438
-0.45	2065
-0.44	2802
-0.43	3509
-0.42	4186
-0.41	4907
-0.4	5280
-0.39	5565
-0.38	5468
-0.37	5411
-0.36	5166
-0.35	4681
-0.34	4194
-0.33	3599
-0.32	3113
-0.31	2794
-0.3	2351
-0.29	1951
-0.28	1673
-0.27	1450
-0.26	1190
-0.25	991
-0.24	861
-0.23	663
-0.22	563
-0.21	470
-0.2	401
-0.19	384
-0.18	294
-0.17	258
-0.16	199
-0.15	209
-0.14	194
-0.13	163
-0.12	113
-0.11	117
-0.1	72
-0.09	94
-0.08	100
-0.07	67
-0.06	70
-0.05	67
-0.04	48
-0.03	54
-0.02	59
-0.01	56
-0.0	48
0.01	37
0.02	40
0.03	35
0.04	23
0.05	35
0.06	42
0.07	42
0.08	25
0.09	25
0.1	20
0.11	30
0.12	39
0.13	21
0.14	19
0.15	24
0.16	18
0.17	20
0.18	17
0.19	28
0.2	26
0.21	18
0.22	22
0.23	23
0.24	11
0.25	24
0.26	25
0.27	30
0.28	12
0.29	35
0.3	18
0.31	13
0.32	14
0.33	12
0.34	10
0.35	12
0.36	16
0.37	28
0.38	19
0.39	8
0.4	15
0.41	11
0.42	13
0.43	15
0.44	5
0.45	8
0.46	12
0.47	15
0.48	10
0.49	12
0.5	7
0.51	18
0.52	8
0.53	13
0.54	9
0.55	16
0.56	8
0.57	18
0.58	10
0.59	8
0.6	12
0.61	6
0.62	8
0.63	11
0.64	10
0.65	7
0.66	15
0.67	4
0.68	7
0.69	7
0.7	4
0.71	13
0.72	13
0.73	6
0.74	6
0.75	9
0.76	4
0.77	11
0.78	11
0.79	9
0.8	8
0.81	9
0.82	3
0.83	4
0.84	5
0.85	4
0.86	9
0.87	6
0.88	3
0.89	4
0.9	3
0.91	6
0.92	4
0.93	11
0.94	8
0.95	8
0.96	6
0.97	12
0.98	13
0.99	14
1.0	3650
