-1.0	21
-0.99	10
-0.98	12
-0.97	5
-0.96	2
-0.95	3
-0.94	2
-0.93	2
-0.92	3
-0.91	4
-0.9	3
-0.89	3
-0.88	2
-0.87	0
-0.86	7
-0.85	1
-0.84	1
-0.83	1
-0.82	6
-0.81	4
-0.8	2
-0.79	5
-0.78	4
-0.77	8
-0.76	5
-0.75	7
-0.74	4
-0.73	8
-0.72	3
-0.71	10
-0.7	12
-0.69	10
-0.68	10
-0.67	14
-0.66	11
-0.65	15
-0.64	11
-0.63	17
-0.62	8
-0.61	23
-0.6	19
-0.59	28
-0.58	31
-0.57	22
-0.56	30
-0.55	52
-0.54	61
-0.53	98
-0.52	148
-0.51	233
-0.5	385
-0.49	691
-0.48	1035
-0.47	1650
-0.46	2238
-0.45	3119
-0.44	4172
-0.43	4968
-0.42	5868
-0.41	6492
-0.4	7094
-0.39	7098
-0.38	7083
-0.37	6772
-0.36	6172
-0.35	5387
-0.34	4676
-0.33	3854
-0.32	3434
-0.31	2767
-0.3	2254
-0.29	1949
-0.28	1507
-0.27	1269
-0.26	939
-0.25	835
-0.24	627
-0.23	543
-0.22	470
-0.21	398
-0.2	330
-0.19	298
-0.18	239
-0.17	223
-0.16	195
-0.15	179
-0.14	161
-0.13	129
-0.12	127
-0.11	99
-0.1	100
-0.09	76
-0.08	75
-0.07	67
-0.06	65
-0.05	60
-0.04	43
-0.03	44
-0.02	43
-0.01	43
-0.0	52
0.01	51
0.02	46
0.03	33
0.04	31
0.05	38
0.06	33
0.07	22
0.08	30
0.09	17
0.1	31
0.11	36
0.12	23
0.13	36
0.14	29
0.15	21
0.16	30
0.17	18
0.18	35
0.19	29
0.2	27
0.21	22
0.22	26
0.23	29
0.24	26
0.25	22
0.26	14
0.27	23
0.28	20
0.29	15
0.3	20
0.31	22
0.32	13
0.33	12
0.34	17
0.35	14
0.36	15
0.37	24
0.38	18
0.39	13
0.4	14
0.41	11
0.42	14
0.43	17
0.44	17
0.45	20
0.46	11
0.47	17
0.48	7
0.49	16
0.5	13
0.51	21
0.52	14
0.53	19
0.54	22
0.55	12
0.56	17
0.57	7
0.58	15
0.59	10
0.6	15
0.61	16
0.62	13
0.63	5
0.64	11
0.65	16
0.66	5
0.67	8
0.68	4
0.69	9
0.7	11
0.71	13
0.72	15
0.73	5
0.74	12
0.75	5
0.76	8
0.77	8
0.78	11
0.79	6
0.8	3
0.81	4
0.82	7
0.83	15
0.84	6
0.85	9
0.86	15
0.87	6
0.88	10
0.89	11
0.9	6
0.91	6
0.92	2
0.93	12
0.94	8
0.95	10
0.96	8
0.97	7
0.98	7
0.99	23
1.0	4439
