-0.195	0.634	2221
-0.591	0.41	15
-0.462	0.498	19
-0.206	0.497	31
-0.304	0.531	44
-0.287	0.524	64
-0.308	0.391	113
-0.299	0.404	135
-0.235	0.465	247
-0.259	0.405	326
-0.238	0.406	521
-0.258	0.369	772
-0.205	0.387	1348
-0.175	0.311	1835
-0.165	0.327	3336
-0.138	0.308	5036
-0.123	0.27	8467
-0.113	0.285	14595
-0.102	0.267	22202
-0.09	0.257	34813
-0.084	0.259	53195
-0.076	0.253	77462
-0.069	0.254	108650
-0.062	0.252	149050
-0.056	0.256	197720
-0.051	0.26	256305
-0.044	0.262	323895
-0.037	0.267	398673
-0.03	0.271	478349
-0.023	0.278	568345
-0.016	0.28	657806
-0.011	0.283	749807
-0.006	0.283	840212
-0.003	0.285	927289
0.0	0.282	1000329
0.001	0.279	1069910
0.003	0.276	1123581
0.005	0.271	1159846
0.007	0.27	1181819
0.01	0.267	1185100
0.012	0.264	1170011
0.014	0.26	1141606
0.018	0.256	1104596
0.021	0.253	1061362
0.025	0.249	1012042
0.03	0.246	964398
0.036	0.244	907543
0.042	0.241	846771
0.049	0.239	783954
0.057	0.237	710366
0.063	0.243	639396
0.073	0.237	557008
0.08	0.237	480063
0.085	0.235	408240
0.091	0.235	341311
0.096	0.233	283197
0.1	0.23	234057
0.105	0.228	194444
0.11	0.223	160364
0.117	0.22	133136
0.119	0.22	111662
0.13	0.212	92852
0.137	0.222	78198
0.152	0.219	64395
0.159	0.227	53287
0.172	0.229	43792
0.188	0.233	35198
0.182	0.282	29666
0.212	0.257	22711
0.221	0.264	18459
0.227	0.272	14815
0.223	0.283	11952
0.225	0.271	9269
0.214	0.269	7564
0.223	0.266	6340
0.184	0.323	5788
0.213	0.256	4519
0.202	0.265	3934
0.191	0.274	3485
0.191	0.264	2914
0.142	0.325	2588
0.182	0.257	1824
0.167	0.272	1608
0.104	0.318	1204
0.145	0.235	823
0.106	0.276	639
0.059	0.332	504
0.068	0.274	276
0.013	0.301	238
-0.024	0.34	148
-0.058	0.355	85
-0.093	0.47	34
-0.199	0.572	22
0.033	0.404	27
-0.184	0.435	17
-0.108	0.274	12
-0.2	0.687	4
-0.932	0.0	1
-0.94	0.018	2
0.0	0.0	0
-0.172	0.626	1221
