-0.354	0.605	32
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
-0.215	0.0	1
0.0	0.0	0
0.0	0.0	0
0.0	0.0	1
-0.369	0.764	6
-0.157	0.222	2
-0.148	0.617	6
-0.518	0.269	3
0.131	0.609	5
-0.297	0.157	8
-0.334	0.117	7
-0.432	0.498	14
-0.309	0.637	8
0.042	0.635	13
-0.34	0.676	28
-0.181	0.555	19
-0.178	0.503	30
-0.156	0.327	58
-0.16	0.313	214
-0.178	0.244	507
-0.159	0.221	1575
-0.145	0.223	3035
-0.134	0.226	7910
-0.116	0.238	12040
-0.104	0.235	25127
-0.087	0.241	32885
-0.063	0.254	62007
-0.029	0.277	77100
0.009	0.299	131992
0.021	0.297	135924
0.015	0.278	188102
0.01	0.259	168240
0.014	0.251	221168
0.021	0.244	191333
0.026	0.228	231858
0.037	0.227	178991
0.045	0.224	191964
0.056	0.223	137481
0.068	0.223	140568
0.081	0.224	95775
0.092	0.223	94702
0.101	0.222	62039
0.1	0.208	58976
0.109	0.205	38518
0.114	0.199	38007
0.123	0.194	25714
0.134	0.194	25117
0.139	0.189	16815
0.143	0.176	14984
0.151	0.176	12619
0.163	0.182	11624
0.173	0.179	8897
0.179	0.168	7276
0.198	0.188	5550
0.195	0.168	5620
0.206	0.166	3854
0.221	0.192	3623
0.231	0.196	2390
0.244	0.203	2357
0.27	0.215	1515
0.277	0.208	1333
0.267	0.252	959
0.279	0.225	828
0.265	0.178	601
0.271	0.176	558
0.283	0.21	428
0.267	0.148	328
0.291	0.152	214
0.275	0.175	180
0.286	0.193	134
0.309	0.243	83
0.238	0.289	60
0.267	0.37	51
0.23	0.275	28
0.053	0.447	23
0.092	0.543	6
0.046	0.481	10
-0.27	0.409	6
-0.052	0.619	5
-0.226	0.0	1
0.456	0.0	1
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
-0.53	0.0	1
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
-0.227	0.765	24
