0.102	0.765	26
0.0	0.0	0
-0.702	0.0	1
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.139	0.258	3
0.0	0.0	0
0.459	0.765	2
1.0	0.0	1
-0.441	0.715	2
0.376	0.846	2
-0.151	0.371	6
0.0	0.0	0
-0.162	0.71	7
-0.222	0.558	10
-0.376	0.345	5
-0.07	0.959	3
-0.279	0.649	9
0.04	0.642	12
-0.185	0.621	24
-0.099	0.525	22
0.044	0.568	38
-0.008	0.336	61
-0.063	0.266	184
-0.035	0.283	487
-0.059	0.191	1588
-0.048	0.197	3182
-0.041	0.209	7885
-0.038	0.213	11997
-0.03	0.221	25179
-0.023	0.227	32733
-0.007	0.242	62035
0.018	0.265	77178
0.045	0.284	132000
0.048	0.283	135287
0.038	0.268	187700
0.027	0.251	168347
0.024	0.245	220978
0.025	0.24	191571
0.023	0.228	231720
0.028	0.228	178538
0.03	0.223	191791
0.036	0.226	136945
0.043	0.226	140873
0.05	0.227	95927
0.058	0.227	94464
0.062	0.226	62237
0.061	0.218	59049
0.062	0.212	38810
0.064	0.209	37877
0.072	0.209	25638
0.073	0.198	25061
0.075	0.197	16673
0.077	0.191	15241
0.079	0.187	12393
0.086	0.192	11383
0.087	0.186	8799
0.098	0.193	7273
0.108	0.213	5834
0.099	0.184	5612
0.1	0.179	3868
0.115	0.212	3632
0.129	0.216	2518
0.122	0.212	2341
0.133	0.221	1488
0.144	0.245	1366
0.113	0.254	960
0.117	0.218	776
0.115	0.232	599
0.101	0.223	580
0.079	0.197	377
0.103	0.226	375
0.083	0.241	227
0.067	0.224	194
0.07	0.294	132
0.06	0.208	90
0.02	0.266	61
-0.009	0.288	39
-0.115	0.32	17
-0.108	0.524	13
-0.022	0.219	7
0.124	0.164	4
0.359	0.907	2
-0.262	0.02	2
-0.479	0.0	1
0.0	0.0	0
0.0	0.0	0
-0.191	0.182	2
-0.777	0.242	3
-0.591	0.356	3
0.0	0.0	0
0.0	0.0	0
-1.0	0.0	1
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
-0.21	0.777	12
