-0.097	0.735	32
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.153	0.0	1
0.0	0.0	0
0.0	0.0	0
0.0	0.0	1
-0.029	0.835	6
-0.235	0.332	2
-0.047	0.563	6
-0.329	0.41	3
0.301	0.697	5
-0.156	0.193	8
-0.223	0.272	7
-0.29	0.444	14
-0.316	0.652	8
0.126	0.616	13
-0.172	0.678	28
-0.021	0.546	19
-0.123	0.512	30
-0.034	0.354	57
-0.049	0.28	212
-0.059	0.236	504
-0.065	0.203	1556
-0.059	0.208	3005
-0.057	0.212	7812
-0.047	0.226	11868
-0.044	0.223	24745
-0.035	0.231	32357
-0.019	0.245	61031
0.008	0.267	75864
0.037	0.287	129573
0.043	0.288	133601
0.03	0.272	185058
0.018	0.255	165761
0.015	0.246	217655
0.016	0.241	188320
0.018	0.228	228544
0.025	0.228	176549
0.029	0.226	189302
0.036	0.225	135610
0.045	0.226	138586
0.055	0.228	94424
0.064	0.228	93308
0.072	0.227	61169
0.069	0.213	58120
0.076	0.21	37875
0.08	0.204	37425
0.088	0.2	25330
0.097	0.199	24727
0.102	0.195	16543
0.105	0.182	14727
0.111	0.181	12411
0.123	0.186	11414
0.131	0.184	8702
0.137	0.174	7128
0.155	0.192	5428
0.152	0.174	5499
0.164	0.171	3784
0.179	0.194	3542
0.193	0.203	2330
0.207	0.207	2300
0.231	0.224	1481
0.236	0.215	1289
0.231	0.249	927
0.24	0.234	800
0.219	0.181	579
0.229	0.176	547
0.237	0.205	419
0.22	0.148	320
0.238	0.152	210
0.218	0.179	174
0.236	0.197	132
0.271	0.206	82
0.178	0.294	59
0.235	0.353	50
0.212	0.141	27
-0.001	0.381	23
0.085	0.37	6
0.017	0.433	10
-0.319	0.391	6
0.113	0.245	5
-0.335	0.0	1
0.249	0.0	1
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
-0.731	0.0	1
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
-0.124	0.695	24
