-0.158	0.567	32
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.034	0.0	1
0.0	0.0	0
0.0	0.0	0
0.0	0.0	1
-0.402	0.458	6
-0.294	0.416	2
-0.331	0.409	6
-0.321	0.101	2
0.299	0.815	5
-0.125	0.241	7
-0.361	0.385	5
-0.226	0.487	14
-0.495	0.478	8
0.175	0.677	12
-0.122	0.71	27
0.001	0.574	18
-0.035	0.567	28
0.103	0.336	57
0.087	0.263	213
0.07	0.218	502
0.062	0.192	1573
0.063	0.198	3027
0.057	0.201	7902
0.059	0.211	12032
0.055	0.21	25100
0.054	0.217	32847
0.06	0.231	61944
0.076	0.252	76916
0.094	0.271	131081
0.091	0.275	135281
0.071	0.262	187519
0.052	0.248	168082
0.044	0.244	221202
0.039	0.241	191428
0.031	0.228	231898
0.032	0.229	179024
0.031	0.228	192019
0.033	0.228	137536
0.039	0.23	140634
0.045	0.232	95846
0.051	0.232	94784
0.056	0.232	62113
0.051	0.219	59011
0.056	0.217	38546
0.058	0.212	38038
0.064	0.207	25747
0.071	0.207	25150
0.073	0.203	16857
0.076	0.189	15021
0.08	0.189	12643
0.091	0.193	11662
0.101	0.192	8919
0.105	0.181	7307
0.127	0.2	5577
0.119	0.183	5641
0.131	0.177	3868
0.148	0.202	3629
0.163	0.208	2399
0.178	0.213	2371
0.204	0.226	1526
0.21	0.217	1343
0.207	0.252	962
0.216	0.233	829
0.202	0.181	603
0.202	0.176	559
0.216	0.208	427
0.201	0.145	328
0.219	0.148	214
0.21	0.172	180
0.218	0.195	134
0.241	0.233	83
0.169	0.314	60
0.224	0.323	51
0.206	0.202	28
-0.01	0.482	23
0.163	0.188	6
0.026	0.463	10
-0.306	0.394	6
0.259	0.314	5
-0.077	0.0	1
0.114	0.0	1
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
-1.0	0.0	1
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
-0.224	0.729	24
